0,0.0219295,0.835241,1.15551,-1.45286,-2.00792,0,-0.0084098,0.835241,1.15703,-1.45286,-2.01053,0,0.0220247,0.835241,1.14913,-1.45286,-2.01866,0,-0.0101258,0.835241,1.14553,-1.45286,-2.02422
0,0.0219295,0.829283,1.15551,-1.44392,-2.00792,0,-0.0084098,0.829283,1.15703,-1.44392,-2.01053,0,0.0220247,0.829283,1.14913,-1.44392,-2.01866,0,-0.0101258,0.829283,1.14553,-1.44392,-2.02422
0,0.0219295,0.823385,1.15551,-1.43508,-2.00792,0,-0.0084098,0.823385,1.15703,-1.43508,-2.01053,0,0.0220247,0.823385,1.14913,-1.43508,-2.01866,0,-0.0101258,0.823385,1.14553,-1.43508,-2.02422
0,0.0219295,0.817545,1.15551,-1.42632,-2.00792,0,-0.0084098,0.817545,1.15703,-1.42632,-2.01053,0,0.0220247,0.817545,1.14913,-1.42632,-2.01866,0,-0.0101258,0.817545,1.14553,-1.42632,-2.02422
0,0.0219295,0.811765,1.15551,-1.41765,-2.00792,0,-0.0084098,0.811765,1.15703,-1.41765,-2.01053,0,0.0220247,0.811765,1.14913,-1.41765,-2.01866,0,-0.0101258,0.811765,1.14553,-1.41765,-2.02422
0,0.0219295,0.806048,1.15551,-1.40907,-2.00792,0,-0.0084098,0.806048,1.15703,-1.40907,-2.01053,0,0.0220247,0.806048,1.14913,-1.40907,-2.01866,0,-0.0101258,0.806048,1.14553,-1.40907,-2.02422
0,0.0219295,0.800392,1.15551,-1.40059,-2.00792,0,-0.0084098,0.800392,1.15703,-1.40059,-2.01053,0,0.0220247,0.800392,1.14913,-1.40059,-2.01866,0,-0.0101258,0.800392,1.14553,-1.40059,-2.02422
0,0.0219295,0.7948,1.15551,-1.3922,-2.00792,0,-0.0084098,0.7948,1.15703,-1.3922,-2.01053,0,0.0220247,0.7948,1.14913,-1.3922,-2.01866,0,-0.0101258,0.7948,1.14553,-1.3922,-2.02422
0,0.0219295,0.789271,1.15551,-1.38391,-2.00792,0,-0.0084098,0.789271,1.15703,-1.38391,-2.01053,0,0.0220247,0.789271,1.14913,-1.38391,-2.01866,0,-0.0101258,0.789271,1.14553,-1.38391,-2.02422
0,0.0219295,0.783807,1.15551,-1.37571,-2.00792,0,-0.0084098,0.783807,1.15703,-1.37571,-2.01053,0,0.0220247,0.783807,1.14913,-1.37571,-2.01866,0,-0.0101258,0.783807,1.14553,-1.37571,-2.02422
0,0.0219295,0.778409,1.15551,-1.36761,-2.00792,0,-0.0084098,0.778409,1.15703,-1.36761,-2.01053,0,0.0220247,0.778409,1.14913,-1.36761,-2.01866,0,-0.0101258,0.778409,1.14553,-1.36761,-2.02422
0,0.0219295,0.773078,1.15551,-1.35962,-2.00792,0,-0.0084098,0.773078,1.15703,-1.35962,-2.01053,0,0.0220247,0.773078,1.14913,-1.35962,-2.01866,0,-0.0101258,0.773078,1.14553,-1.35962,-2.02422
0,0.0219295,0.767815,1.15551,-1.35172,-2.00792,0,-0.0084098,0.767815,1.15703,-1.35172,-2.01053,0,0.0220247,0.767815,1.14913,-1.35172,-2.01866,0,-0.0101258,0.767815,1.14553,-1.35172,-2.02422
0,0.0219295,0.762618,1.15551,-1.34393,-2.00792,0,-0.0084098,0.762618,1.15703,-1.34393,-2.01053,0,0.0220247,0.762618,1.14913,-1.34393,-2.01866,0,-0.0101258,0.762618,1.14553,-1.34393,-2.02422
0,0.0219295,0.757491,1.15551,-1.33624,-2.00792,0,-0.0084098,0.757491,1.15703,-1.33624,-2.01053,0,0.0220247,0.757491,1.14913,-1.33624,-2.01866,0,-0.0101258,0.757491,1.14553,-1.33624,-2.02422
0,0.0219295,0.752435,1.15551,-1.32865,-2.00792,0,-0.0084098,0.752435,1.15703,-1.32865,-2.01053,0,0.0220247,0.752435,1.14913,-1.32865,-2.01866,0,-0.0101258,0.752435,1.14553,-1.32865,-2.02422
0,0.0219295,0.747449,1.15551,-1.32117,-2.00792,0,-0.0084098,0.747449,1.15703,-1.32117,-2.01053,0,0.0220247,0.747449,1.14913,-1.32117,-2.01866,0,-0.0101258,0.747449,1.14553,-1.32117,-2.02422
0,0.0219295,0.742535,1.15551,-1.3138,-2.00792,0,-0.0084098,0.742535,1.15703,-1.3138,-2.01053,0,0.0220247,0.742535,1.14913,-1.3138,-2.01866,0,-0.0101258,0.742535,1.14553,-1.3138,-2.02422
