-0.0142604,0.867102,-1.56813,0.0243994,0.823259,-1.55215,-0.00349261,0.791144,-1.60743,-0.00246752,0.79199,-1.63653
-0.0142604,0.867102,-1.56813,0.0243994,0.823259,-1.55215,-0.00349261,0.791144,-1.60743,-0.00246752,0.79199,-1.63653
-0.0589238,1.15119,-2.00774,-0.0654578,0.81435,-1.33427,0.113324,0.611148,-1.19757,0.0616292,0.718248,-2.00879
-0.0589238,1.15119,-2.00774,-0.0654578,0.81435,-1.33427,0.113324,0.611148,-1.19757,0.0616292,0.718248,-2.00879
-0.0589238,1.15119,-2.00774,-0.0654578,0.81435,-1.33427,0.113324,0.611148,-1.19757,0.0616292,0.718248,-2.00879
-0.0589238,1.15119,-2.00774,-0.0654578,0.81435,-1.33427,0.113324,0.611148,-1.19757,0.0616292,0.718248,-2.00879
-0.0589238,1.15119,-2.00774,-0.0654578,0.81435,-1.33427,0.113324,0.611148,-1.19757,0.0616292,0.718248,-2.00879
-0.0589238,1.15119,-2.00774,-0.0654578,0.81435,-1.33427,0.113324,0.611148,-1.19757,0.0616292,0.718248,-2.00879
-0.0589238,1.15119,-2.00774,-0.0654578,0.81435,-1.33427,0.113324,0.611148,-1.19757,0.0616292,0.718248,-2.00879
-0.0589238,1.15119,-2.00774,-0.0654578,0.81435,-1.33427,0.113324,0.611148,-1.19757,0.0616292,0.718248,-2.00879
-0.0589238,1.15119,-2.00774,-0.0654578,0.81435,-1.33427,0.113324,0.611148,-1.19757,0.0616292,0.718248,-2.00879
-0.0597655,1.22585,-2.16391,-0.0997271,0.838251,-1.22497,0.176391,0.602289,-1.03001,0.200792,0.651563,-2.05085
-0.0597655,1.22585,-2.16391,-0.0997271,0.838251,-1.22497,0.176391,0.602289,-1.03001,0.200792,0.651563,-2.05085
-0.0597655,1.22585,-2.16391,-0.0997271,0.838251,-1.22497,0.176391,0.602289,-1.03001,0.200792,0.651563,-2.05085
-0.0597655,1.22585,-2.16391,-0.0997271,0.838251,-1.22497,0.176391,0.602289,-1.03001,0.200792,0.651563,-2.05085
-0.0597655,1.22585,-2.16391,-0.0997271,0.838251,-1.22497,0.176391,0.602289,-1.03001,0.200792,0.651563,-2.05085
-0.0597655,1.22585,-2.16391,-0.0997271,0.838251,-1.22497,0.176391,0.602289,-1.03001,0.200792,0.651563,-2.05085
-0.0597655,1.22585,-2.16391,-0.0997271,0.838251,-1.22497,0.176391,0.602289,-1.03001,0.200792,0.651563,-2.05085
-0.0597655,1.22585,-2.16391,-0.0997271,0.838251,-1.22497,0.176391,0.602289,-1.03001,0.200792,0.651563,-2.05085
-0.0597655,1.22585,-2.16391,-0.0997271,0.838251,-1.22497,0.176391,0.602289,-1.03001,0.200792,0.651563,-2.05085
-0.0597655,1.22585,-2.16391,-0.0997271,0.838251,-1.22497,0.176391,0.602289,-1.03001,0.200792,0.651563,-2.05085
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
-0.0154796,1.18504,-2.06519,-0.056639,0.814693,-1.20356,0.155036,0.581938,-1.01456,0.267347,0.638537,-1.92513
0.00830763,1.11181,-1.91572,0.046762,0.729569,-1.23595,0.0792891,0.508193,-1.10668,0.256818,0.628847,-1.71667
0.00830763,1.11181,-1.91572,0.046762,0.729569,-1.23595,0.0792891,0.508193,-1.10668,0.256818,0.628847,-1.71667
0.00830763,1.11181,-1.91572,0.046762,0.729569,-1.23595,0.0792891,0.508193,-1.10668,0.256818,0.628847,-1.71667
0.00830763,1.11181,-1.91572,0.046762,0.729569,-1.23595,0.0792891,0.508193,-1.10668,0.256818,0.628847,-1.71667
0.00830763,1.11181,-1.91572,0.046762,0.729569,-1.23595,0.0792891,0.508193,-1.10668,0.256818,0.628847,-1.71667
0.00830763,1.11181,-1.91572,0.046762,0.729569,-1.23595,0.0792891,0.508193,-1.10668,0.256818,0.628847,-1.71667
0.00830763,1.11181,-1.91572,0.046762,0.729569,-1.23595,0.0792891,0.508193,-1.10668,0.256818,0.628847,-1.71667
0.00830763,1.11181,-1.91572,0.046762,0.729569,-1.23595,0.0792891,0.508193,-1.10668,0.256818,0.628847,-1.71667
0.00830763,1.11181,-1.91572,0.046762,0.729569,-1.23595,0.0792891,0.508193,-1.10668,0.256818,0.628847,-1.71667
0.00830763,1.11181,-1.91572,0.046762,0.729569,-1.23595,0.0792891,0.508193,-1.10668,0.256818,0.628847,-1.71667
